SR_NODD,CURRENT_STATUS,OFF_NAME,AGENCY_TYPE,STATE_NM,APP_ID,APP_NAME,BENF_TYPE_DESC,GENDER,BENF_CATEGORY_DESC,BENF_SPECIAL_CD,DOB,MOBILE,UNIT_ADDR,UNIT_TALUK_BLOCK,DISTRICT_NAME,IND_TYPE,ACTIVITY_NAME,PROD_DESC,IFSC_CODE,BANK_NAME,BANK_ADDRESS,BANK_F_DATE,PROJ_COST,TOT_SAMC_FB,CGTSI,IST_LOAN_REL,MM_CLAIM_DT,MM_CLAIM_AMT,MM_REL_DT,MM_REL_AMT,EDP_TRG_NM,EDP_CERT_DT,CERT_TYPE,ONLINE_PROMO,TEL_NO,E_MAIL,IND_GRP_LONG_DESC,APR_YR,ANNUAL_TURNOVER,SUSTAINABILITY_SCORE,OPERATIONAL_STATUS,EMPLOYMENT_AT_SETUP,MARGIN_MONEY_SUBSIDY_RS,SECTOR
2022,Closed,Office_94,DIC,RAJASTHAN,APP2025435026,Applicant_2022,Individual,Male,General,PWD,2006-05-06,9898028838,Address_472,Block_A,District_34,Rural,Textile Unit,Product_1,IFSC921653,Canara Bank,Bank_Address_5,2021-07-29,215679,1181849,51593,Partial,2022-05-31,622580,2023-08-27,1370577,Training_45,2020-01-08,C,Yes,0184157263,applicant_2022@email.com,Retail,2023-24,201345,17.722274745709598,Closed,20,239015,Manufacturing
2023,Operational,Office_86,State,BIHAR,APP2025741937,Applicant_2023,Individual,Male,ST,PWD,1994-11-16,9897235035,Address_155,Block_C,District_44,Urban,Health Care,Product_4,IFSC276587,Canara Bank,Bank_Address_178,2022-05-03,125054,1410375,150865,Partial,2022-02-11,836304,2020-08-06,1135078,Training_20,2020-02-17,B,Yes,0211379348,applicant_2023@email.com,Services,2024-25,2747840,60.08556465592849,Non-Operational,4,455458,Services
2024,Non-Operational,Office_44,KVIC,ANDHRA PRADESH,APP2025841482,Applicant_2024,Individual,Male,OBC,NA,2002-10-07,9831745053,Address_241,Block_A,District_20,Urban,E-commerce,Product_53,IFSC273973,ICICI Bank,Bank_Address_153,2022-06-09,1606377,322530,100888,Yes,2020-01-21,1247838,2021-03-22,1073387,Training_11,2022-02-13,C,Yes,0175631389,applicant_2024@email.com,Services,2023-24,3279834,61.43713563694986,Operational,2,1489375,Services
2025,Closed,Office_65,Ministry,KARNATAKA,APP2025582982,Applicant_2025,Individual,Female,ST,NA,1980-07-14,9858508168,Address_217,Block_C,District_10,Urban,Health Care,Product_12,IFSC813755,IndusInd Bank,Bank_Address_60,2023-08-16,1823044,1068646,384806,Yes,2021-10-07,1542619,2022-10-03,1469757,Training_16,2021-02-25,NA,Yes,0207811910,applicant_2025@email.com,Manufacturing,2024-25,681061,50.19189933525959,Operational,3,178150,Services
2026,Operational,Office_54,DIC,UTTAR PRADESH,APP2025353871,Applicant_2026,Individual,Male,Scheduled Caste,NA,1967-12-16,9852211032,Address_295,Block_B,District_7,Urban,IT Services,Product_46,IFSC637125,PNB,Bank_Address_5,2020-09-15,1598007,255189,11394,No,2021-07-04,1040460,2022-05-23,421480,Training_37,2023-06-26,NA,Yes,0284012016,applicant_2026@email.com,Agro-based,2023-24,4408659,14.649680292367783,Closed,14,450681,Services
2027,Operational,Office_87,State,MAHARASHTRA,APP2025937348,Applicant_2027,Individual,Female,SC,EX-SERVICEMAN,1981-05-26,9890824876,Address_387,Block_B,District_49,Urban,Tourism Services,Product_2,IFSC220235,HDFC Bank,Bank_Address_55,2023-08-22,1218970,596262,425569,Partial,2021-03-09,1595708,2022-02-05,130798,Training_9,2022-04-26,NA,No,0294883363,applicant_2027@email.com,Retail,2023-24,1175115,3.4775575393613756,Closed,19,388930,Services
2028,Closed,Office_22,Ministry,ASSAM,APP2025647632,Applicant_2028,Individual,Female,Scheduled Tribe,PWD,1960-03-02,9888008476,Address_23,Block_A,District_38,Rural,E-commerce,Product_66,IFSC515724,HDFC Bank,Bank_Address_35,2021-01-12,1166022,1066571,69877,Yes,2023-06-19,672436,2021-10-12,570880,Training_49,2023-12-03,C,No,0181746766,applicant_2028@email.com,Agro-based,2023-24,3584298,86.79916769346796,Non-Operational,3,571720,Services
2029,Operational,Office_64,KVIC,CHHATTISGARH,APP2025922626,Applicant_2029,Individual,Male,ST,EX-SERVICEMAN,1963-04-23,9881519000,Address_348,Block_D,District_1,Urban,IT Services,Product_72,IFSC162716,PNB,Bank_Address_73,2020-07-14,1436606,1025360,399133,No,2020-03-25,519196,2020-02-06,1361881,Training_18,2022-12-16,A,Yes,0407049637,applicant_2029@email.com,Agro-based,2025-26,2671451,34.5637761306413,Non-Operational,5,370803,Services
2030,Operational,Office_82,KVIB,ODISHA,APP2025932316,Applicant_2030,Individual,Male,SC,NA,1988-08-13,9878236372,Address_343,Block_C,District_40,Urban,E-commerce,Product_67,IFSC321352,Axis Bank,Bank_Address_161,2020-05-18,2341646,638052,356158,Partial,2022-08-02,880906,2023-11-12,1119086,Training_26,2022-01-28,NA,No,0366453511,applicant_2030@email.com,Manufacturing,2024-25,347225,48.244071126102384,Operational,14,1100081,Services
2031,Operational,Office_77,Ministry,JHARKHAND,APP2025997835,Applicant_2031,Individual,Male,OBC,NA,1979-09-22,9881003624,Address_210,Block_A,District_49,Rural,Retail Trading,Product_33,IFSC288955,SBI,Bank_Address_143,2020-10-29,1836275,194991,16878,Yes,2020-06-06,1429820,2020-07-14,449218,Training_21,2020-09-14,NA,Yes,0298007307,applicant_2031@email.com,Retail,2024-25,1614532,78.65285408408819,Non-Operational,7,1109177,Services
2032,Operational,Office_5,Ministry,PUNJAB,APP2025691628,Applicant_2032,Individual,Male,ST,PWD,2004-12-26,9843526896,Address_332,Block_D,District_26,Rural,Video & Photo Studio,Product_20,IFSC310610,IndusInd Bank,Bank_Address_147,2021-12-07,137337,666838,178063,Yes,2020-04-13,253134,2022-01-12,996946,Training_16,2022-08-01,B,Yes,0207226000,applicant_2032@email.com,Manufacturing,2023-24,3790524,39.08905701175455,Closed,11,1191125,Services
2033,Non-Operational,Office_68,Ministry,ODISHA,APP2025925928,Applicant_2033,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,1997-04-04,9859676666,Address_64,Block_B,District_2,Urban,IT Services,Product_14,IFSC553332,Axis Bank,Bank_Address_98,2022-08-20,2133237,1302671,50647,Partial,2022-05-24,960330,2021-02-15,655012,Training_33,2022-12-05,C,No,0197293131,applicant_2033@email.com,Services,2024-25,1334015,16.394917442049074,Operational,7,238201,Services
2034,Operational,Office_80,KVIB,ODISHA,APP2025815787,Applicant_2034,Individual,Male,General,NA,1962-03-04,9816616895,Address_221,Block_A,District_33,Rural,Video & Photo Studio,Product_39,IFSC808997,PNB,Bank_Address_95,2022-08-01,2097582,139771,475162,Partial,2021-01-10,418411,2023-07-21,790451,Training_28,2020-08-12,C,No,0221577047,applicant_2034@email.com,Services,2023-24,336288,92.09765990148998,Operational,16,924352,Services
2035,Non-Operational,Office_19,DIC,UTTARAKHAND,APP2025612698,Applicant_2035,Individual,Female,General,PWD,1980-09-28,9882712672,Address_23,Block_A,District_8,Urban,Retail Trading,Product_86,IFSC892489,Kotak Bank,Bank_Address_119,2023-01-12,853040,231563,489812,Yes,2021-11-30,1366524,2020-03-15,560792,Training_16,2020-11-06,B,No,0378422918,applicant_2035@email.com,Agro-based,2024-25,4754886,70.88010341390934,Closed,4,306916,Services
2036,Operational,Office_87,State,CHHATTISGARH,APP2025286268,Applicant_2036,Individual,Male,Scheduled Tribe,PWD,1984-07-19,9828222783,Address_329,Block_C,District_31,Urban,IT Services,Product_39,IFSC642864,IndusInd Bank,Bank_Address_85,2022-10-17,1692890,623879,92197,Partial,2023-02-26,1729074,2020-02-24,729126,Training_44,2022-04-05,B,No,0394212803,applicant_2036@email.com,Manufacturing,2025-26,856386,64.1910974602296,Non-Operational,2,916672,Services
2037,Closed,Office_49,KVIB,UTTARAKHAND,APP2025945209,Applicant_2037,Individual,Female,SC,EX-SERVICEMAN,2009-08-26,9882570918,Address_400,Block_B,District_18,Urban,Manufacturing,Product_3,IFSC877407,Bank of Baroda,Bank_Address_111,2022-07-08,1591113,1158594,49631,Partial,2022-10-03,657575,2020-11-19,1421607,Training_11,2021-01-14,B,Yes,0356236599,applicant_2037@email.com,Manufacturing,2023-24,2225708,2.92673399217267,Closed,1,1364675,Manufacturing
2038,Closed,Office_30,KVIC,HIMACHAL PRADESH,APP2025878909,Applicant_2038,Individual,Female,ST,EX-SERVICEMAN,1966-03-16,9894672295,Address_295,Block_D,District_26,Rural,Handicraft,Product_18,IFSC534191,Canara Bank,Bank_Address_48,2022-07-22,1394128,879719,437088,Partial,2023-10-02,1359977,2022-12-08,793450,Training_11,2020-01-04,C,No,0311345243,applicant_2038@email.com,Services,2025-26,3598803,53.892145112502966,Closed,19,274236,Manufacturing
2039,Non-Operational,Office_78,Ministry,ANDHRA PRADESH,APP2025562269,Applicant_2039,Individual,Female,Scheduled Tribe,NA,1981-03-06,9872128792,Address_107,Block_A,District_15,Urban,Manufacturing,Product_59,IFSC307851,ICICI Bank,Bank_Address_60,2021-02-14,2265363,653946,450858,Partial,2023-06-16,1164368,2023-06-02,137567,Training_19,2022-03-15,C,No,0213104609,applicant_2039@email.com,Agro-based,2025-26,3451794,90.08748034285247,Operational,19,699762,Manufacturing
2040,Closed,Office_23,Ministry,ANDHRA PRADESH,APP2025775038,Applicant_2040,Individual,Male,Scheduled Tribe,PWD,2009-03-10,9829689271,Address_207,Block_C,District_36,Urban,Manufacturing,Product_45,IFSC469900,IndusInd Bank,Bank_Address_104,2023-07-17,2458741,268073,430684,Partial,2020-05-02,333421,2021-08-25,432815,Training_27,2020-12-08,C,Yes,0363573374,applicant_2040@email.com,Services,2025-26,2007615,65.00401808130285,Operational,9,939856,Manufacturing
2041,Closed,Office_70,Ministry,WEST BENGAL,APP2025140342,Applicant_2041,Individual,Male,SC,EX-SERVICEMAN,1964-05-08,9868018758,Address_50,Block_B,District_16,Rural,Health Care,Product_15,IFSC205057,Union Bank,Bank_Address_10,2020-01-08,1757897,475931,219703,No,2022-09-08,263063,2023-10-13,182778,Training_11,2022-03-24,C,Yes,0145670220,applicant_2041@email.com,Agro-based,2024-25,3469492,20.835782511719824,Non-Operational,1,1045915,Services
2042,Closed,Office_17,State,MAHARASHTRA,APP2025215963,Applicant_2042,Individual,Male,SC,EX-SERVICEMAN,2003-01-24,9815437061,Address_378,Block_C,District_5,Urban,Handicraft,Product_84,IFSC397272,HDFC Bank,Bank_Address_32,2023-01-10,2314390,510750,487791,Yes,2021-03-10,1641300,2023-06-29,225797,Training_48,2022-08-14,B,No,0386745920,applicant_2042@email.com,Manufacturing,2023-24,1354520,49.95674627747553,Closed,4,474412,Manufacturing
2043,Non-Operational,Office_21,KVIC,RAJASTHAN,APP2025977157,Applicant_2043,Individual,Female,ST,EX-SERVICEMAN,1997-07-31,9870707330,Address_201,Block_D,District_27,Rural,Video & Photo Studio,Product_21,IFSC871253,ICICI Bank,Bank_Address_17,2022-11-30,1852251,62568,200325,Partial,2021-09-05,438561,2022-12-05,856156,Training_21,2023-10-23,C,Yes,0268103563,applicant_2043@email.com,Services,2025-26,4069476,68.60727933199544,Non-Operational,12,1244461,Services
2044,Closed,Office_92,KVIC,UTTAR PRADESH,APP2025292272,Applicant_2044,Individual,Male,General,PWD,1962-07-06,9881248273,Address_206,Block_D,District_44,Urban,E-commerce,Product_84,IFSC220796,ICICI Bank,Bank_Address_144,2021-02-06,1336557,189519,221015,Yes,2021-04-13,1555426,2021-12-26,1427705,Training_4,2022-02-23,C,No,0297328536,applicant_2044@email.com,Agro-based,2024-25,4014539,4.658018696368671,Non-Operational,17,1167749,Services
2045,Non-Operational,Office_43,DIC,HIMACHAL PRADESH,APP2025330274,Applicant_2045,Individual,Male,Scheduled Caste,NA,2006-09-06,9814817197,Address_315,Block_B,District_20,Rural,Textile Unit,Product_88,IFSC403084,HDFC Bank,Bank_Address_75,2020-08-18,604664,505357,194489,Yes,2023-04-10,1657295,2021-11-15,774987,Training_30,2022-12-15,A,Yes,0161759776,applicant_2045@email.com,Agro-based,2023-24,4836990,80.21195049787708,Non-Operational,17,349182,Manufacturing
2046,Non-Operational,Office_2,KVIB,HIMACHAL PRADESH,APP2025577685,Applicant_2046,Individual,Male,SC,EX-SERVICEMAN,2004-01-25,9815340649,Address_37,Block_D,District_16,Urban,Retail Trading,Product_24,IFSC976114,SBI,Bank_Address_82,2022-11-01,1080217,664193,279571,Yes,2021-03-15,1250530,2020-03-07,1226700,Training_44,2020-05-26,B,No,0396087280,applicant_2046@email.com,Retail,2023-24,3734737,3.555292494507456,Non-Operational,2,1126232,Services
2047,Non-Operational,Office_80,State,PUNJAB,APP2025133322,Applicant_2047,Individual,Male,Scheduled Tribe,EX-SERVICEMAN,2000-04-20,9854575457,Address_242,Block_A,District_4,Urban,Retail Trading,Product_68,IFSC996682,PNB,Bank_Address_111,2021-07-21,2175891,1204880,22718,No,2022-11-16,1732693,2021-11-21,1405298,Training_12,2023-05-18,A,No,0158143523,applicant_2047@email.com,Retail,2024-25,2663641,45.60926733733872,Non-Operational,17,775422,Services
2048,Non-Operational,Office_5,DIC,BIHAR,APP2025622585,Applicant_2048,Individual,Female,General,NA,1985-10-22,9899647677,Address_254,Block_D,District_42,Rural,Video & Photo Studio,Product_43,IFSC615836,IndusInd Bank,Bank_Address_148,2021-12-18,291347,777604,109214,No,2021-09-20,793265,2021-04-02,1358789,Training_41,2020-10-26,A,Yes,0147697223,applicant_2048@email.com,Agro-based,2023-24,2026169,45.51637298489282,Closed,2,404489,Services
2049,Non-Operational,Office_40,State,WEST BENGAL,APP2025554924,Applicant_2049,Individual,Male,General,NA,1995-12-09,9882365696,Address_304,Block_A,District_44,Urban,Tourism Services,Product_94,IFSC763654,Bank of Baroda,Bank_Address_4,2022-01-13,1575573,1299946,54716,Partial,2022-01-16,677796,2020-09-24,333582,Training_26,2023-12-15,C,No,0395736166,applicant_2049@email.com,Manufacturing,2025-26,3778395,36.53000075931618,Non-Operational,2,454767,Services
2050,Closed,Office_51,DIC,JHARKHAND,APP2025373508,Applicant_2050,Individual,Female,General,NA,1995-10-24,9859210411,Address_8,Block_D,District_42,Rural,Handicraft,Product_60,IFSC597159,IndusInd Bank,Bank_Address_97,2023-09-11,2151500,211401,460837,Yes,2023-01-30,777339,2022-10-23,1014535,Training_18,2021-11-03,NA,Yes,0172308904,applicant_2050@email.com,Agro-based,2025-26,3912493,17.369997644317227,Operational,13,1395105,Manufacturing
2051,Closed,Office_61,Ministry,ODISHA,APP2025893954,Applicant_2051,Individual,Male,ST,NA,1964-03-19,9863136134,Address_339,Block_A,District_10,Rural,E-commerce,Product_20,IFSC509532,Canara Bank,Bank_Address_140,2022-12-01,396715,955657,440157,Yes,2023-07-10,250062,2021-04-07,1188780,Training_23,2021-05-07,A,Yes,0225657701,applicant_2051@email.com,Manufacturing,2023-24,4399867,65.37714612512342,Non-Operational,4,1437554,Services
2052,Operational,Office_49,DIC,ODISHA,APP2025910606,Applicant_2052,Individual,Male,SC,NA,2013-11-11,9895406818,Address_430,Block_B,District_2,Urban,Textile Unit,Product_28,IFSC179747,Kotak Bank,Bank_Address_68,2022-10-02,1724477,708772,70105,Yes,2021-07-23,702892,2022-05-08,1267684,Training_10,2023-01-24,C,Yes,0188305540,applicant_2052@email.com,Manufacturing,2025-26,4062072,90.2824893971492,Operational,3,449696,Manufacturing
2053,Closed,Office_24,DIC,TAMIL NADU,APP2025882107,Applicant_2053,Individual,Female,OBC,PWD,2011-09-15,9822237581,Address_390,Block_C,District_46,Urban,E-commerce,Product_83,IFSC872181,PNB,Bank_Address_104,2023-07-23,1236539,726385,210316,Yes,2021-12-23,1607917,2023-07-03,1107574,Training_10,2022-04-06,A,No,0298158864,applicant_2053@email.com,Manufacturing,2023-24,4903810,96.35489521213265,Non-Operational,14,381554,Services
2054,Operational,Office_12,KVIB,ODISHA,APP2025797059,Applicant_2054,Individual,Female,SC,NA,1976-03-08,9846989442,Address_428,Block_B,District_19,Urban,Tourism Services,Product_75,IFSC563716,IndusInd Bank,Bank_Address_38,2020-06-15,1025177,281338,332971,Partial,2021-06-03,1202019,2023-11-11,985968,Training_45,2023-06-11,C,No,0204248882,applicant_2054@email.com,Agro-based,2025-26,3133056,50.7508326127197,Operational,9,323065,Services
2055,Operational,Office_73,DIC,PUNJAB,APP2025494649,Applicant_2055,Individual,Female,Scheduled Caste,EX-SERVICEMAN,1988-07-27,9830401388,Address_94,Block_B,District_23,Rural,Manufacturing,Product_30,IFSC697662,ICICI Bank,Bank_Address_135,2022-09-07,2477214,290647,37460,No,2023-07-22,1551565,2021-02-17,1382748,Training_13,2023-08-28,A,Yes,0232327772,applicant_2055@email.com,Manufacturing,2025-26,526765,37.476646343212664,Operational,13,939289,Manufacturing
2056,Operational,Office_99,KVIB,ANDHRA PRADESH,APP2025965148,Applicant_2056,Individual,Female,General,PWD,1979-02-22,9815497770,Address_482,Block_D,District_5,Urban,Video & Photo Studio,Product_84,IFSC695253,Union Bank,Bank_Address_71,2020-02-05,1180676,532867,313084,Partial,2021-02-15,1119199,2023-07-31,464436,Training_17,2022-05-07,NA,Yes,0247157840,applicant_2056@email.com,Services,2025-26,2513181,25.800276991724402,Non-Operational,1,1317493,Services
2057,Operational,Office_65,Ministry,BIHAR,APP2025396851,Applicant_2057,Individual,Female,SC,EX-SERVICEMAN,2005-12-30,9825202720,Address_191,Block_A,District_36,Urban,Handicraft,Product_35,IFSC132779,IndusInd Bank,Bank_Address_59,2021-01-24,2460042,1458844,454251,No,2022-10-06,989647,2023-04-01,706753,Training_5,2022-07-03,A,Yes,0168481809,applicant_2057@email.com,Agro-based,2025-26,288215,59.04053617393463,Operational,19,1278068,Manufacturing
2058,Operational,Office_48,DIC,ODISHA,APP2025898351,Applicant_2058,Individual,Female,ST,PWD,1970-12-21,9894912830,Address_73,Block_A,District_29,Urban,Textile Unit,Product_16,IFSC580145,ICICI Bank,Bank_Address_55,2023-07-15,1272389,915778,440209,No,2021-01-21,376137,2021-10-31,1039487,Training_39,2021-06-02,A,No,0373693525,applicant_2058@email.com,Manufacturing,2023-24,3493877,21.11689477872728,Non-Operational,3,1094662,Manufacturing
2059,Closed,Office_20,DIC,JAMMU & KASHMIR,APP2025370944,Applicant_2059,Individual,Female,OBC,EX-SERVICEMAN,1965-09-07,9865006539,Address_4,Block_D,District_44,Urban,Handicraft,Product_73,IFSC365947,Bank of Baroda,Bank_Address_91,2022-07-10,1321804,526199,234489,Yes,2022-05-22,1410919,2023-05-29,611474,Training_14,2022-03-25,B,No,0283183200,applicant_2059@email.com,Services,2024-25,4642875,25.63946876057106,Operational,10,646787,Manufacturing
2060,Closed,Office_29,KVIB,UTTAR PRADESH,APP2025326733,Applicant_2060,Individual,Male,OBC,EX-SERVICEMAN,1969-12-15,9840694192,Address_29,Block_B,District_31,Urban,IT Services,Product_12,IFSC574629,Union Bank,Bank_Address_73,2023-06-30,2448009,289421,424776,Partial,2020-08-27,115111,2023-12-07,833825,Training_46,2021-06-16,B,Yes,0366573694,applicant_2060@email.com,Agro-based,2025-26,969545,9.040756169997898,Closed,13,1460609,Services
2061,Non-Operational,Office_33,KVIC,CHHATTISGARH,APP2025441362,Applicant_2061,Individual,Male,General,EX-SERVICEMAN,1993-11-26,9811777805,Address_248,Block_A,District_12,Rural,Food Processing,Product_21,IFSC971966,HDFC Bank,Bank_Address_44,2022-04-21,680469,348494,57121,No,2023-07-23,765447,2020-03-16,893567,Training_28,2020-06-13,C,Yes,0342977750,applicant_2061@email.com,Manufacturing,2023-24,3758953,6.584053694682668,Operational,19,1018743,Manufacturing
2062,Non-Operational,Office_52,Ministry,ODISHA,APP2025692632,Applicant_2062,Individual,Female,OBC,EX-SERVICEMAN,2005-04-29,9886884421,Address_332,Block_B,District_47,Urban,Food Processing,Product_78,IFSC483630,IndusInd Bank,Bank_Address_1,2023-01-13,1801631,1386835,230896,No,2023-11-26,1426538,2020-07-22,154070,Training_16,2023-05-06,A,Yes,0162517298,applicant_2062@email.com,Services,2025-26,4243533,2.5290231085251302,Non-Operational,1,1188270,Manufacturing
2063,Closed,Office_5,KVIC,CHHATTISGARH,APP2025790241,Applicant_2063,Individual,Female,SC,EX-SERVICEMAN,2012-05-12,9827042489,Address_117,Block_D,District_39,Rural,Retail Trading,Product_37,IFSC559129,Axis Bank,Bank_Address_41,2020-04-18,2045563,665699,209498,Partial,2020-10-05,760446,2020-09-12,358804,Training_18,2023-04-20,C,No,0378999598,applicant_2063@email.com,Retail,2024-25,412377,19.12323897421264,Operational,12,886759,Services
2064,Operational,Office_13,State,TAMIL NADU,APP2025660609,Applicant_2064,Individual,Male,SC,NA,1966-10-15,9871875024,Address_272,Block_C,District_40,Urban,Service Business,Product_21,IFSC808528,Canara Bank,Bank_Address_75,2023-09-10,1195054,1432709,414996,Partial,2022-03-06,747311,2021-12-06,144327,Training_32,2023-10-30,NA,No,0245305067,applicant_2064@email.com,Agro-based,2025-26,3013012,88.72580308607282,Non-Operational,15,769377,Services
2065,Non-Operational,Office_100,KVIC,HIMACHAL PRADESH,APP2025952369,Applicant_2065,Individual,Female,SC,EX-SERVICEMAN,1986-05-21,9891560044,Address_322,Block_C,District_34,Urban,Manufacturing,Product_37,IFSC839419,Kotak Bank,Bank_Address_61,2022-04-17,1865164,1467749,357588,Yes,2021-11-02,1018256,2022-06-13,371152,Training_50,2020-07-28,C,No,0168153853,applicant_2065@email.com,Manufacturing,2024-25,3992817,72.26573992379767,Non-Operational,13,630604,Manufacturing
